"id","word","strongs","usage_count"
1252,"made","05414",40
1253,"testimony","05715",40
1254,"desolate","08077",40
1255,"offering","08641",40
1256,"pure","02889",40
1257,"rings","02885",40
1258,"destroy","06",40
1259,"destroy","08045",40
1260,"prophesied","05012",40
1261,"up","05782",40
1262,"measured","04058",40
1263,"ahaz","0271",40
1264,"said","0560",40
1265,"herod","2264",40
1266,"able","1410",40
1267,"sat","2521",40
1268,"before","1715",40
1269,"neither","3777",40
1270,"say","2046",40
1271,"at","1909",40
1272,"midst","3319",40
1273,"against","1909",40
1274,"woe","3759",40
1275,"seed","4690",40
1276,"lest","3363",40
1277,"with","3844",40
1278,"wherefore","1352",40
1279,"salvation","4991",40
1280,"promise","1860",40
1281,"beast","2342",40
1282,"garden","01588",39
1283,"lived","02421",39
1284,"violence","02555",39
1285,"sodom","05467",39
1286,"burn","08313",39
1287,"appeared","07200",39
1288,"seir","08165",39
1289,"slay","02026",39
1290,"off","07350",39
1291,"worshipped","07812",39
1292,"midian","04080",39
1293,"ask","07592",39
1294,"slew","04191",39
1295,"merari","04847",39
1296,"depart","05493",39
1297,"hills","01389",39
1298,"wash","03526",39
1299,"sound","06963",39
1300,"princes","05387",39
1301,"walls","02346",39
1302,"gideon","01439",39
1303,"repaired","02388",39
1304,"amaziah","0558",39
1305,"zechariah","02148",39
1306,"one","06918",39
1307,"born","1080",39
1308,"those","1565",39
1309,"taught","1321",39
1310,"ye","5209",39
1311,"sheep","4263",39
1312,"than","2228",39
1313,"soul","5590",39
1314,"delivered","3860",39
1315,"beginning","746",39
1316,"resurrection","386",39
1317,"die","599",39
1318,"any","5100",39
1319,"loved","25",39
1320,"generations","08435",38
1321,"grace","02580",38
1322,"afterward","0310",38
1323,"fled","01272",38
1324,"child","03206",38
1325,"loveth","0157",38
1326,"wine","08492",38
1327,"down","05307",38
1328,"would","014",38
1329,"fatherless","03490",38
1330,"far","07368",38
1331,"purple","0713",38
1332,"understanding","08394",38
1333,"transgression","06588",38
1334,"clothed","03847",38
1335,"heshbon","02809",38
1336,"husband","435",38
1337,"in","2596",38
1338,"now","2235",38
1339,"judgment","2920",38
1340,"pray","4336",38
1341,"hand","1188",38
1342,"ask","154",38
1343,"knowing","1492",38
1344,"years","2094",38
1345,"eat","2068",38
1346,"with","4314",38
1347,"up","450",38
1348,"male","02145",37
1349,"other","08145",37
1350,"entered","0935",37
1351,"cease","07673",37
1352,"of","01697",37
1353,"man","05288",37
1354,"feared","03372",37
1355,"prosper","06743",37
1356,"toucheth","05060",37
1357,"corn","01715",37
1358,"brook","05158",37
1359,"korah","07141",37
1360,"widow","0490",37
1361,"garment","0899",37
1362,"linen","08336",37
1363,"commandment","06310",37
1364,"showed","07200",37
1365,"instruments","03627",37
1366,"staves","0905",37
1367,"mingled","01101",37
1368,"talents","03603",37
1369,"anointed","04899",37
1370,"cry","07121",37
1371,"satisfied","07646",37
1372,"sihon","05511",37
1373,"arrows","02671",37
1374,"judges","08199",37
1375,"valour","02428",37
1376,"gibeon","01391",37
1377,"forest","03293",37
1378,"slept","07901",37
1379,"chronicles","03117",37
1380,"jehoiakim","03079",37
1381,"this","01836",37
1382,"called","3004",37
1383,"being","5607",37
1384,"save","4982",37
1385,"where","4226",37
1386,"these","5130",37
1387,"up","142",37
1388,"day","4594",37
1389,"therefore","5124",37
1390,"what","3739",37
1391,"fell","4098",37
1392,"as","3745",37
1393,"one","5100",37
1394,"third","5154",37
1395,"when","5613",37
1396,"first","0259",36
1397,"fowls","05775",36
1398,"twentieth","06242",36
1399,"high","05945",36
1400,"portion","02506",36
1401,"passed","05674",36
1402,"sarah","08283",36
1403,"cannot","03201",36
1404,"speaking","01696",36
1405,"left","08040",36
1406,"much","07227",36
1407,"riches","06239",36
1408,"burnt","08313",36
1409,"manner","04941",36
1410,"rain","04306",36
1411,"bars","01280",36
1412,"consumed","03615",36
1413,"ai","05857",36
1414,"jezreel","03157",36
1415,"ramah","07414",36
1416,"men","0970",36
1417,"singers","07891",36
1418,"woe","01945",36
1419,"yourselves","1438",36
1420,"up","1453",36
1421,"thyself","4572",36
1422,"left","863",36
1423,"as","5618",36
1424,"nor","3777",36
1425,"through","1722",36
1426,"nations","1484",36
1427,"churches","1577",36
1428,"well","03190",35
1429,"receive","03947",35
1430,"builded","01129",35
1431,"offered","05927",35
1432,"laid","07760",35
1433,"pursued","07291",35
1434,"wash","07364",35
1435,"hold","02388",35
1436,"near","07138",35
1437,"pray","06419",35
1438,"heed","08104",35
1439,"fear","03373",35
1440,"edge","06310",35
1441,"months","02320",35
1442,"river","02975",35
1443,"shepherds","07462",35
1444,"horse","05483",35
1445,"saved","03467",35
1446,"sinai","05514",35
1447,"write","03789",35
1448,"hill","02022",35
1449,"read","07121",35
1450,"another","0259",35
1451,"offering","0817",35
1452,"down","05422",35
1453,"leprosy","06883",35
1454,"needy","034",35
1455,"captivity","07628",35
1456,"doings","04611",35
1457,"abundance","07230",35
1458,"iniquity","05766",35
1459,"samson","08123",35
1460,"world","08398",35
1461,"streets","02351",35
1462,"ahaziah","0274",35
1463,"heaven","08065",35
1464,"worship","4352",35
1465,"life","5590",35
1466,"devil","1228",35
1467,"stone","3037",35
1468,"immediately","2112",35
1469,"whosoever","302",35
1470,"worthy","514",35
1471,"wherein","3739",35
1472,"went","4198",35
1473,"without","5565",35
1474,"five","4002",35
1475,"man","1538",35
1476,"this","5126",35
1477,"both","5037",35
1478,"man","1536",35
1479,"circumcision","4061",35
1480,"beast","02416",34
1481,"out","01644",34
1482,"hundred","08141",34
1483,"alive","02421",34
1484,"shed","08210",34
1485,"lands","0776",34
1486,"tower","04026",34
1487,"beersheba","0884",34
1488,"obeyed","08085",34
1489,"show","05046",34
1490,"sick","02470",34
1491,"visit","06485",34
1492,"barley","08184",34
1493,"ephah","0374",34
1494,"rod","07626",34
1495,"wrote","03789",34
1496,"tables","03871",34
1497,"candlestick","04501",34
1498,"burn","06999",34
1499,"sabbaths","07676",34
1500,"vessel","03627",34
1501,"hamath","02574",34
1502,"wrath","02534",34
1503,"man","0582",34
1504,"spear","02595",34
1505,"trouble","06869",34
1506,"fool","03684",34
1507,"fear","5399",34
1508,"seen","1492",34
1509,"same","3778",34
1510,"go","5217",34
1511,"doeth","4160",34
1512,"all","537",34
1513,"glorified","1392",34
1514,"end","5056",34
1515,"forth","1831",34
1516,"saying","3056",34
1517,"i","3165",34
1518,"living","2198",34
1519,"more","3765",34
1520,"seen","3708",34
1521,"he","1565",34
1522,"created","01254",33
1523,"stars","03556",33
1524,"east","06924",33
1525,"comfort","05162",33
1526,"began","02490",33
1527,"shield","04043",33
1528,"bread","04682",33
1529,"small","06996",33
1530,"lay","07901",33
1531,"abode","03427",33
1532,"fourscore","08084",33
1533,"chief","08269",33
1534,"sign","0226",33
1535,"teach","03384",33
1536,"turned","06437",33
1537,"encamped","02583",33
1538,"ear","0238",33
1539,"bare","05375",33
1540,"boards","07175",33
1541,"bring","07126",33
1542,"bullocks","06499",33
1543,"burned","08313",33
1544,"appearance","04758",33
1545,"turned","07725",33
1546,"understanding","0995",33
1547,"wait","0693",33
1548,"gath","01661",33
1549,"run","07323",33
1550,"philistine","06430",33
1551,"porch","0197",33
1552,"queen","04436",33
1553,"hilkiah","02518",33
1554,"judas","2455",33
1555,"joseph","2501",33
1556,"sought","2212",33
1557,"satan","4567",33
1558,"prison","5438",33
1559,"man","3367",33
1560,"righteous","1342",33
1561,"philip","5376",33
1562,"women","1135",33
1563,"world","165",33
1564,"on","1537",33
1565,"fill","04390",32
1566,"conceived","02029",32
1567,"gather","0622",32
1568,"lot","03876",32
1569,"bosom","02436",32
1570,"affliction","06040",32
1571,"uncircumcised","06189",32
1572,"cave","04631",32
1573,"healed","07495",32
1574,"lad","05288",32
1575,"bury","06912",32
1576,"inquire","01875",32
1577,"neck","06677",32
1578,"children","03206",32
1579,"harlot","02181",32
1580,"bound","0631",32
1581,"kohath","06955",32
1582,"out","07971",32
1583,"honour","03519",32
1584,"daily","03117",32
1585,"sing","07891",32
1586,"right","03233",32
1587,"mercy","07355",32
1588,"teach","03925",32
1589,"hide","05641",32
1590,"towns","01323",32
1591,"shiloh","07887",32
1592,"servant","05288",32
1593,"eli","05941",32
1594,"vision","02377",32
1595,"love","0160",32
1596,"salvation","03468",32
1597,"thanks","03034",32
1598,"isaiah","03470",32
1599,"gedaliah","01436",32
1600,"kings","04430",32
1601,"of","04481",32
1602,"beloved","01730",32
1603,"together","4863",32
1604,"thereof","846",32
1605,"wilderness","2048",32
1606,"darkness","4655",32
1607,"straightway","2112",32
1608,"shall","3739",32
1609,"salute","782",32
1610,"spirits","4151",32
1611,"wine","3631",32
1612,"synagogue","4864",32
1613,"keep","5083",32
1614,"second","1208",32
1615,"loud","3173",32
1616,"spoken","2980",32
1617,"honour","5092",32
1618,"or","1535",32
1619,"touch","05060",31
1620,"slain","02026",31
1621,"sojourn","01481",31
1622,"walketh","01980",31
1623,"womb","0990",31
1624,"make","03772",31
1625,"take","05375",31
1626,"dew","02919",31
1627,"bethlehem","01035",31
1628,"alive","02416",31
1629,"wrath","05678",31
1630,"teeth","08127",31
1631,"plant","05193",31
1632,"departed","05493",31
1633,"gladness","08057",31
1634,"scattered","06327",31
1635,"caleb","03612",31
1636,"city","07151",31
1637,"captivity","07622",31
1638,"understanding","0998",31
1639,"end","0319",31
1640,"hell","07585",31
1641,"trust","02620",31
1642,"sauls","07586",31
1643,"toward","01870",31
1644,"porters","07778",31
1645,"chambers","03957",31
1646,"ahasuerus","0325",31
1647,"nebuchadnezzar","05020",31
1648,"inhabitant","03427",31
1649,"wrath","3709",31
1650,"went","565",31
1651,"except","3362",31
1652,"whosoever","3956",31
1653,"neither","3366",31
1654,"sinners","268",31
1655,"rather","3123",31
1656,"cup","4221",31
1657,"kings","935",31
1658,"generation","1074",31
1659,"parable","3850",31
1660,"he","3778",31
1661,"take","2983",31
1662,"died","599",31
1663,"crucified","4717",31
1664,"believeth","4100",31
1665,"scripture","1124",31
1666,"kind","04327",30
1667,"countenance","06440",30
1668,"height","06967",30
1669,"rain","01653",30
1670,"gentiles","01471",30
1671,"herds","01241",30
1672,"prayed","06419",30
1673,"abide","03427",30
1674,"departed","05265",30
1675,"grave","07585",30
1676,"cup","03563",30
1677,"aarons","0175",30
1678,"up","01104",30
1679,"keep","06213",30
1680,"holiness","06944",30
1681,"hill","01389",30
1682,"other","0259",30
1683,"side","03802",30
1684,"vows","05088",30
1685,"offerings","05262",30
1686,"walked","03212",30
1687,"set","05975",30
1688,"belly","0990",30
1689,"far","07350",30
1690,"gathered","06908",30
1691,"inner","06442",30
1692,"rivers","05104",30
1693,"shaphan","08227",30
1694,"instruction","04148",30
1695,"unto","2193",30
1696,"about","4012",30
1697,"poor","4434",30
1698,"see","3700",30
1699,"sun","2246",30
1700,"nor","3761",30
1701,"other","2087",30
1702,"follow","190",30
1703,"elias","2243",30
1704,"blessed","2127",30
1705,"for","1909",30
1706,"thing","5100",30
1707,"that","1519",30
1708,"myself","1683",30
1709,"words","4487",30
1710,"conscience","4893",30
1711,"whether","1535",30
1712,"hid","05641",29
1713,"talked","01696",29
1714,"break","07665",29
1715,"morrow","04283",29
1716,"tell","0559",29
1717,"leah","03812",29
1718,"wheat","02406",29
1719,"white","03836",29
1720,"males","02145",29
1721,"ones","02945",29
1722,"offering","05262",29
1723,"inhabited","03427",29
1724,"much","07235",29
1725,"multiplied","07235",29
1726,"bed","04904",29
1727,"aside","05493",29
1728,"promised","01696",29
1729,"pillar","05982",29
1730,"chariot","07393",29
1731,"neighbours","07453",29
1732,"innocent","05355",29
1733,"sacrificed","02076",29
1734,"scarlet","08438",29
1735,"young","01241",29
1736,"offer","05927",29
1737,"nun","05126",29
1738,"carcase","05038",29
1739,"east","04217",29
1740,"jephthah","03316",29
1741,"hear","06030",29
1742,"abiathar","054",29
1743,"high","04791",29
1744,"daniel","01840",29
1745,"hananiah","02608",29
1746,"nebuchadrezzar","05019",29
1747,"interpretation","06591",29
1748,"knew","1097",29
1749,"lo","2400",29
1750,"afraid","5399",29
1751,"answering","611",29
1752,"eye","3788",29
1753,"members","3196",29
1754,"door","2374",29
1755,"i","3754",29
1756,"dead","599",29
1757,"these","5023",29
1758,"justified","1344",29
1759,"lawful","1832",29
1760,"well","2573",29
1761,"sign","4592",29
1762,"was","2076",29
1763,"always","3842",29
1764,"by","2596",29
1765,"multitude","4128",29
1766,"speak","3004",29
1767,"who","3748",29
1768,"patience","5281",29
1769,"leave","05800",28
1770,"ark","08392",28
1771,"breath","07307",28
1772,"elam","05867",28
1773,"journeyed","05265",28
1774,"afflict","06031",28
1775,"ran","07323",28
1776,"bowed","07812",28
1777,"rebekah","07259",28
1778,"weep","01058",28
1779,"masters","0113",28
1780,"vow","05088",28
1781,"pursue","07291",28
1782,"friend","07453",28
1783,"shepherd","07462",28
1784,"sow","02232",28
1785,"strengthened","02388",28
1786,"eateth","0398",28
1787,"host","02428",28
1788,"prepare","03559",28
1789,"heareth","08085",28
1790,"judged","08199",28
1791,"image","06459",28
1792,"eighth","08066",28
1793,"overlaid","06823",28
1794,"committed","06213",28
1795,"spread","06566",28
1796,"rise","06965",28
1797,"many","07235",28
1798,"work","06467",28
1799,"horn","07161",28
1800,"baasha","01201",28
1801,"nebuchadnezzar","05019",28
1802,"jeshua","03442",28
1803,"from","04481",28
1804,"before","06925",28
1805,"howl","03213",28
1806,"child","3813",28
1807,"mountain","3735",28
1808,"is","5607",28
1809,"that","5620",28
1810,"brought","71",28
1811,"tell","3004",28
1812,"cross","4716",28
1813,"knew","1492",28
1814,"whence","4159",28
1815,"could","1410",28
1816,"others","243",28
1817,"passover","3957",28
1818,"witness","3140",28
1819,"raised","1453",28
1820,"barnabas","921",28
1821,"charity","26",28
1822,"thoughts","04284",27
1823,"tenth","06224",27
1824,"up","03001",27
1825,"isles","0339",27
1826,"show","07200",27
1827,"seest","07200",27
1828,"salt","04417",27
1829,"bowels","04578",27
1830,"cried","06817",27
1831,"guard","02876",27
1832,"up","05414",27
1833,"seeth","07200",27
1834,"law","02859",27
1835,"hail","01259",27
1836,"any","0376",27
1837,"hundreds","03967",27
1838,"shittim","07848",27
1839,"cherub","03742",27
1840,"curtains","03407",27
1841,"brazen","05178",27
1842,"by","05674",27
1843,"amen","0543",27
1844,"might","01369",27
1845,"from","06440",27
1846,"dismayed","02865",27
1847,"down","02040",27
1848,"exalted","07311",27
1849,"uriah","0223",27
1850,"provinces","04082",27
1851,"shallum","07967",27
1852,"uzziah","05818",27
1853,"captivity","01473",27
1854,"palaces","0759",27
1855,"persia","06539",27
1856,"blessed","0835",27
1857,"strangers","02114",27
1858,"fools","03684",27
1859,"punish","06485",27
1860,"away","630",27
1861,"need","5532",27
1862,"commandments","1785",27
1863,"one","3956",27
1864,"doctrine","1322",27
1865,"come","1096",27
1866,"unclean","169",27
1867,"disciple","3101",27
1868,"kill","615",27
1869,"read","314",27
1870,"stand","2476",27
1871,"bound","1210",27
1872,"spake","2036",27
1873,"coming","2064",27
1874,"against","1519",27
1875,"what","4169",27
1876,"nation","1484",27
1877,"knowledge","1108",27
1878,"true","228",27
1879,"lamb","721",27
1880,"signs","0226",26
1881,"and","03967",26
1882,"great","01431",26
1883,"enemies","06862",26
1884,"favour","02580",26
1885,"on","05674",26
1886,"be","03426",26
1887,"down","03427",26
1888,"hittite","02850",26
1889,"oath","07621",26
1890,"peace","02790",26
1891,"deal","06213",26
1892,"told","05608",26
1893,"despised","0959",26
1894,"moon","03394",26
1895,"kid","08163",26
1896,"former","07223",26
1897,"ships","0591",26
1898,"cried","02199",26
1899,"say","01696",26
1900,"strong","02389",26
1901,"removed","05265",26
1902,"inherit","05157",26
1903,"against","05980",26
1904,"lamps","05216",26
1905,"continual","08548",26
1906,"stand","06965",26
1907,"goats","06260",26
1908,"trumpets","02689",26
1909,"side","05439",26
1910,"following","0310",26
